DATE,Risk_Free_Rate
2007-07-30,0.00019642857142857144
2007-07-31,0.00020357142857142856
2007-08-01,0.0002003968253968254
2007-08-02,0.0001992063492063492
2007-08-03,0.00019603174603174606
2007-08-06,0.00019523809523809525
2007-08-07,0.0002003968253968254
2007-08-08,0.0002
2007-08-09,0.0001865079365079365
2007-08-10,0.0001738095238095238
2007-08-13,0.00018293650793650796
2007-08-14,0.00018333333333333334
2007-08-15,0.00016587301587301585
2007-08-16,0.00012420634920634922
2007-08-17,0.00012023809523809522
2007-08-20,9.801587301587303e-05
2007-08-21,0.0001257936507936508
2007-08-22,0.0001238095238095238
2007-08-23,0.00015039682539682542
2007-08-24,0.00016825396825396826
2007-08-27,0.00018809523809523813
2007-08-28,0.00018253968253968252
2007-08-29,0.0001595238095238095
2007-08-30,0.00014642857142857144
2007-08-31,0.0001595238095238095
2007-09-03,0.0001595238095238095
2007-09-04,0.00018055555555555555
2007-09-05,0.000175
2007-09-06,0.00016984126984126986
2007-09-07,0.00015992063492063492
2007-09-10,0.00015595238095238097
2007-09-11,0.00016388888888888887
2007-09-12,0.00015873015873015873
2007-09-13,0.0001603174603174603
2007-09-14,0.00015277777777777777
2007-09-17,0.00015158730158730158
2007-09-18,0.00015357142857142856
2007-09-19,0.00014365079365079365
2007-09-20,0.0001373015873015873
2007-09-21,0.0001285714285714286
2007-09-24,0.00013293650793650793
2007-09-25,0.00013253968253968253
2007-09-26,0.00012896825396825398
2007-09-27,0.00013095238095238096
2007-09-28,0.00013611111111111113
2007-10-01,0.0001396825396825397
2007-10-02,0.00014404761904761903
2007-10-03,0.00014563492063492063
2007-10-04,0.00014404761904761903
2007-10-05,0.00014206349206349206
2007-10-08,0.00014206349206349206
2007-10-09,0.00014761904761904763
2007-10-10,0.0001511904761904762
2007-10-11,0.00015793650793650795
2007-10-12,0.0001634920634920635
2007-10-15,0.00016865079365079366
2007-10-16,0.00016428571428571428
2007-10-17,0.00014841269841269842
2007-10-18,0.00012738095238095236
2007-10-19,0.0001369047619047619
2007-10-22,0.00014642857142857144
2007-10-23,0.00015793650793650795
2007-10-24,0.000151984126984127
2007-10-25,0.00015555555555555556
2007-10-26,0.00015753968253968254
2007-10-29,0.00015714285714285713
2007-10-30,0.00015992063492063492
2007-10-31,0.0001591269841269841
2007-11-01,0.00015476190476190475
2007-11-02,0.000148015873015873
2007-11-05,0.00015317460317460315
2007-11-06,0.00015833333333333335
2007-11-07,0.00014960317460317458
2007-11-08,0.00014126984126984127
2007-11-09,0.00013571428571428572
2007-11-12,0.00013571428571428572
2007-11-13,0.000148015873015873
2007-11-14,0.00015317460317460315
2007-11-15,0.00014841269841269842
2007-11-16,0.00015000000000000001
2007-11-19,0.00014841269841269842
2007-11-20,0.00014484126984126984
2007-11-21,0.00014047619047619049
2007-11-22,0.00014047619047619049
2007-11-23,0.00014444444444444446
2007-11-26,0.00014007936507936508
2007-11-27,0.00014603174603174603
2007-11-28,0.0001396825396825397
2007-11-29,0.00013412698412698412
2007-11-30,0.00014404761904761903
2007-12-03,0.00014087301587301586
2007-12-04,0.0001253968253968254
2007-12-05,0.000125
2007-12-06,0.0001226190476190476
2007-12-07,0.00012063492063492063
2007-12-10,0.00012103174603174602
2007-12-11,0.00011468253968253969
2007-12-12,0.00011468253968253969
2007-12-13,0.00010714285714285715
2007-12-14,0.00010357142857142856
2007-12-17,0.0001103174603174603
2007-12-18,0.00010952380952380952
2007-12-19,0.00010555555555555557
2007-12-20,9.603174603174603e-05
2007-12-21,9.682539682539682e-05
2007-12-24,0.00010912698412698413
2007-12-25,0.00010912698412698413
2007-12-26,0.00012063492063492063
2007-12-27,0.0001130952380952381
2007-12-28,0.00010198412698412697
2007-12-31,0.00010952380952380952
2008-01-01,0.00010952380952380952
2008-01-02,0.0001226190476190476
2008-01-03,0.00012658730158730157
2008-01-04,0.00012777777777777776
2008-01-07,0.00012976190476190477
2008-01-08,0.00013134920634920634
2008-01-09,0.00013253968253968253
2008-01-10,0.00013373015873015875
2008-01-11,0.0001281746031746032
2008-01-14,0.00012698412698412698
2008-01-15,0.000125
2008-01-16,0.00012460317460317462
2008-01-17,0.00012182539682539682
2008-01-18,0.00010436507936507936
2008-01-21,0.00010436507936507936
2008-01-22,8.53174603174603e-05
2008-01-23,8.214285714285714e-05
2008-01-24,8.69047619047619e-05
2008-01-25,8.214285714285714e-05
2008-01-28,8.412698412698413e-05
2008-01-29,8.452380952380952e-05
2008-01-30,7.658730158730158e-05
2008-01-31,6.507936507936507e-05
2008-02-01,6.944444444444444e-05
2008-02-04,8.53174603174603e-05
2008-02-05,8.80952380952381e-05
2008-02-06,8.412698412698413e-05
2008-02-07,8.69047619047619e-05
2008-02-08,8.88888888888889e-05
2008-02-11,9.325396825396825e-05
2008-02-12,0.00010119047619047618
2008-02-13,9.92063492063492e-05
2008-02-14,9.92063492063492e-05
2008-02-15,9.523809523809524e-05
2008-02-18,9.523809523809524e-05
2008-02-19,9.404761904761906e-05
2008-02-20,9.523809523809524e-05
2008-02-21,9.325396825396825e-05
2008-02-22,9.246031746031747e-05
2008-02-25,9.285714285714285e-05
2008-02-26,9.285714285714285e-05
2008-02-27,8.769841269841269e-05
2008-02-28,8.253968253968253e-05
2008-02-29,8.214285714285714e-05
2008-03-03,7.896825396825397e-05
2008-03-04,7.976190476190474e-05
2008-03-05,7.579365079365079e-05
2008-03-06,6.865079365079365e-05
2008-03-07,6.547619047619048e-05
2008-03-10,6.468253968253968e-05
2008-03-11,7.222222222222223e-05
2008-03-12,6.666666666666666e-05
2008-03-13,6.19047619047619e-05
2008-03-14,4.761904761904762e-05
2008-03-17,4.603174603174603e-05
2008-03-18,2.817460317460317e-05
2008-03-19,1.0317460317460317e-05
2008-03-20,1.4682539682539683e-05
2008-03-21,1.4682539682539683e-05
2008-03-24,2.6587301587301588e-05
2008-03-25,5.833333333333333e-05
2008-03-26,5.3968253968253975e-05
2008-03-27,5.238095238095238e-05
2008-03-28,5.1190476190476193e-05
2008-03-31,4.841269841269841e-05
2008-04-01,6.150793650793651e-05
2008-04-02,6.150793650793651e-05
2008-04-03,6.19047619047619e-05
2008-04-04,5.9523809523809524e-05
2008-04-07,5.634920634920634e-05
2008-04-08,5.3174603174603176e-05
2008-04-09,4.2063492063492065e-05
2008-04-10,3.888888888888889e-05
2008-04-11,3.571428571428572e-05
2008-04-14,3.3730158730158734e-05
2008-04-15,3.333333333333333e-05
2008-04-16,3.412698412698413e-05
2008-04-17,3.452380952380952e-05
2008-04-18,3.571428571428572e-05
2008-04-21,3.571428571428572e-05
2008-04-22,2.857142857142857e-05
2008-04-23,3.095238095238095e-05
2008-04-24,3.214285714285715e-05
2008-04-25,3.1746031746031745e-05
2008-04-28,3.7301587301587294e-05
2008-04-29,5.0793650793650794e-05
2008-04-30,4.642857142857142e-05
2008-05-01,4.880952380952381e-05
2008-05-02,4.96031746031746e-05
2008-05-05,5.3174603174603176e-05
2008-05-06,6.071428571428572e-05
2008-05-07,6.230158730158731e-05
2008-05-08,6.150793650793651e-05
2008-05-09,6.349206349206349e-05
2008-05-12,6.865079365079365e-05
2008-05-13,7.380952380952382e-05
2008-05-14,7.380952380952382e-05
2008-05-15,7.301587301587302e-05
2008-05-16,7.341269841269842e-05
2008-05-19,7.658730158730158e-05
2008-05-20,7.817460317460317e-05
2008-05-21,7.738095238095238e-05
2008-05-22,7.817460317460317e-05
2008-05-23,7.619047619047618e-05
2008-05-26,7.619047619047618e-05
2008-05-27,7.579365079365079e-05
2008-05-28,8.214285714285714e-05
2008-05-29,8.015873015873015e-05
2008-05-30,7.857142857142857e-05
2008-06-02,7.698412698412698e-05
2008-06-03,7.777777777777778e-05
2008-06-04,7.341269841269842e-05
2008-06-05,7.103174603174603e-05
2008-06-06,6.944444444444444e-05
2008-06-09,7.142857142857143e-05
2008-06-10,7.936507936507937e-05
2008-06-11,7.579365079365079e-05
2008-06-12,7.619047619047618e-05
2008-06-13,7.380952380952382e-05
2008-06-16,7.500000000000001e-05
2008-06-17,7.222222222222223e-05
2008-06-18,6.746031746031747e-05
2008-06-19,6.30952380952381e-05
2008-06-20,5.9126984126984124e-05
2008-06-23,6.150793650793651e-05
2008-06-24,6.26984126984127e-05
2008-06-25,5.9126984126984124e-05
2008-06-26,5.634920634920634e-05
2008-06-27,5.1190476190476193e-05
2008-06-30,6.349206349206349e-05
2008-07-01,7.619047619047618e-05
2008-07-02,7.420634920634921e-05
2008-07-03,7.380952380952382e-05
2008-07-04,7.380952380952382e-05
2008-07-07,7.142857142857143e-05
2008-07-08,7.380952380952382e-05
2008-07-09,7.222222222222223e-05
2008-07-10,5.873015873015873e-05
2008-07-11,5.476190476190476e-05
2008-07-14,5.595238095238095e-05
2008-07-15,5.9126984126984124e-05
2008-07-16,5.3968253968253975e-05
2008-07-17,5.1984126984126985e-05
2008-07-18,5.0793650793650794e-05
2008-07-21,5.238095238095238e-05
2008-07-22,5.9523809523809524e-05
2008-07-23,6.30952380952381e-05
2008-07-24,6.706349206349206e-05
2008-07-25,6.825396825396825e-05
2008-07-28,6.666666666666666e-05
2008-07-29,6.865079365079365e-05
2008-07-30,6.587301587301587e-05
2008-07-31,6.150793650793651e-05
2008-08-01,6.0317460317460316e-05
2008-08-04,6.388888888888888e-05
2008-08-05,6.865079365079365e-05
2008-08-06,6.071428571428572e-05
2008-08-07,6.071428571428572e-05
2008-08-08,6.468253968253968e-05
2008-08-11,7.023809523809524e-05
2008-08-12,6.865079365079365e-05
2008-08-13,7.142857142857143e-05
2008-08-14,6.984126984126985e-05
2008-08-15,6.865079365079365e-05
2008-08-18,7.023809523809524e-05
2008-08-19,7.261904761904762e-05
2008-08-20,6.904761904761904e-05
2008-08-21,6.865079365079365e-05
2008-08-22,6.626984126984126e-05
2008-08-25,6.587301587301587e-05
2008-08-26,6.626984126984126e-05
2008-08-27,6.26984126984127e-05
2008-08-28,6.468253968253968e-05
2008-08-29,6.468253968253968e-05
2008-09-01,6.468253968253968e-05
2008-09-02,6.507936507936507e-05
2008-09-03,6.230158730158731e-05
2008-09-04,6.19047619047619e-05
2008-09-05,6.071428571428572e-05
2008-09-08,6.30952380952381e-05
2008-09-09,6.30952380952381e-05
2008-09-10,6.26984126984127e-05
2008-09-11,6.071428571428572e-05
2008-09-12,5.436507936507937e-05
2008-09-15,1.4285714285714285e-05
2008-09-16,9.126984126984127e-06
2008-09-17,2.7777777777777783e-06
2008-09-18,1.0317460317460317e-05
2008-09-19,2.9761904761904762e-05
2008-09-22,3.0158730158730158e-05
2008-09-23,1.1904761904761905e-05
2008-09-24,5.158730158730158e-06
2008-09-25,1.5476190476190476e-05
2008-09-26,8.333333333333332e-06
2008-09-29,6.349206349206349e-06
2008-09-30,4.047619047619048e-05
2008-10-01,2.619047619047619e-05
2008-10-02,8.333333333333332e-06
2008-10-03,5.9523809523809525e-06
2008-10-06,7.5396825396825394e-06
2008-10-07,1.5476190476190476e-05
2008-10-08,9.126984126984127e-06
2008-10-09,7.5396825396825394e-06
2008-10-10,2.7777777777777783e-06
2008-10-13,2.7777777777777783e-06
2008-10-14,2.7777777777777783e-06
2008-10-15,1.984126984126984e-06
2008-10-16,4.7619047619047615e-06
2008-10-17,5.158730158730158e-06
2008-10-20,2.1031746031746032e-05
2008-10-21,2.817460317460317e-05
2008-10-22,2.380952380952381e-05
2008-10-23,1.5476190476190476e-05
2008-10-24,1.3095238095238094e-05
2008-10-27,1.2301587301587301e-05
2008-10-28,1.6666666666666664e-05
2008-10-29,1.6269841269841268e-05
2008-10-30,5.555555555555557e-06
2008-10-31,4.7619047619047615e-06
2008-11-03,7.936507936507936e-06
2008-11-04,1.1507936507936508e-05
2008-11-05,6.349206349206349e-06
2008-11-06,5.158730158730158e-06
2008-11-07,5.158730158730158e-06
2008-11-10,4.365079365079366e-06
2008-11-11,4.365079365079366e-06
2008-11-12,3.968253968253968e-06
2008-11-13,3.1746031746031746e-06
2008-11-14,2.3809523809523808e-06
2008-11-17,2.3809523809523808e-06
2008-11-18,3.968253968253968e-06
2008-11-19,3.5714285714285714e-06
2008-11-20,1.984126984126984e-06
2008-11-21,1.1904761904761904e-06
2008-11-24,3.9682539682539683e-07
2008-11-25,1.5873015873015873e-06
2008-11-26,7.936507936507937e-07
2008-11-27,7.936507936507937e-07
2008-11-28,7.936507936507937e-07
2008-12-01,3.5714285714285714e-06
2008-12-02,1.5873015873015873e-06
2008-12-03,7.936507936507937e-07
2008-12-04,3.9682539682539683e-07
2008-12-05,7.936507936507937e-07
2008-12-08,3.9682539682539683e-07
2008-12-09,1.5873015873015873e-06
2008-12-10,0.0
2008-12-11,0.0
2008-12-12,1.1904761904761904e-06
2008-12-15,0.0
2008-12-16,1.984126984126984e-06
2008-12-17,1.1904761904761904e-06
2008-12-18,1.1904761904761904e-06
2008-12-19,0.0
2008-12-22,3.9682539682539683e-07
2008-12-23,3.9682539682539683e-07
2008-12-24,0.0
2008-12-25,0.0
2008-12-26,3.9682539682539683e-07
2008-12-29,1.5873015873015873e-06
2008-12-30,4.365079365079366e-06
2008-12-31,4.365079365079366e-06
2009-01-01,4.365079365079366e-06
2009-01-02,1.5873015873015873e-06
2009-01-05,1.984126984126984e-06
2009-01-06,1.984126984126984e-06
2009-01-07,1.1904761904761904e-06
2009-01-08,1.5873015873015873e-06
2009-01-09,1.1904761904761904e-06
2009-01-12,1.5873015873015873e-06
2009-01-13,7.936507936507937e-07
2009-01-14,2.7777777777777783e-06
2009-01-15,1.1904761904761904e-06
2009-01-16,1.5873015873015873e-06
2009-01-19,1.5873015873015873e-06
2009-01-20,1.5873015873015873e-06
2009-01-21,1.1904761904761904e-06
2009-01-22,1.1904761904761904e-06
2009-01-23,1.1904761904761904e-06
2009-01-26,7.936507936507937e-07
2009-01-27,1.984126984126984e-06
2009-01-28,3.1746031746031746e-06
2009-01-29,5.555555555555557e-06
2009-01-30,5.9523809523809525e-06
2009-02-02,7.5396825396825394e-06
2009-02-03,1.1111111111111113e-05
2009-02-04,1.0317460317460317e-05
2009-02-05,8.333333333333332e-06
2009-02-06,8.333333333333332e-06
2009-02-09,8.730158730158731e-06
2009-02-10,9.523809523809523e-06
2009-02-11,8.730158730158731e-06
2009-02-12,9.92063492063492e-06
2009-02-13,9.126984126984127e-06
2009-02-16,9.126984126984127e-06
2009-02-17,1.0317460317460317e-05
2009-02-18,9.126984126984127e-06
2009-02-19,8.730158730158731e-06
2009-02-20,7.5396825396825394e-06
2009-02-23,7.5396825396825394e-06
2009-02-24,8.730158730158731e-06
2009-02-25,8.333333333333332e-06
2009-02-26,7.142857142857143e-06
2009-02-27,6.349206349206349e-06
2009-03-02,6.746031746031747e-06
2009-03-03,5.555555555555557e-06
2009-03-04,5.9523809523809525e-06
2009-03-05,4.365079365079366e-06
2009-03-06,3.5714285714285714e-06
2009-03-09,4.7619047619047615e-06
2009-03-10,5.555555555555557e-06
2009-03-11,5.555555555555557e-06
2009-03-12,4.365079365079366e-06
2009-03-13,3.5714285714285714e-06
2009-03-16,4.365079365079366e-06
2009-03-17,5.555555555555557e-06
2009-03-18,5.9523809523809525e-06
2009-03-19,3.968253968253968e-06
2009-03-20,3.5714285714285714e-06
2009-03-23,3.968253968253968e-06
2009-03-24,1.984126984126984e-06
2009-03-25,1.1904761904761904e-06
2009-03-26,7.936507936507937e-07
2009-03-27,1.1904761904761904e-06
2009-03-30,1.984126984126984e-06
2009-03-31,6.746031746031747e-06
2009-04-01,7.142857142857143e-06
2009-04-02,6.746031746031747e-06
2009-04-03,6.349206349206349e-06
2009-04-06,6.349206349206349e-06
2009-04-07,6.746031746031747e-06
2009-04-08,5.9523809523809525e-06
2009-04-09,5.158730158730158e-06
2009-04-10,5.158730158730158e-06
2009-04-13,4.7619047619047615e-06
2009-04-14,3.5714285714285714e-06
2009-04-15,2.7777777777777783e-06
2009-04-16,7.936507936507937e-07
2009-04-17,1.5873015873015873e-06
2009-04-20,1.5873015873015873e-06
2009-04-21,2.7777777777777783e-06
2009-04-22,3.1746031746031746e-06
2009-04-23,3.1746031746031746e-06
2009-04-24,2.7777777777777783e-06
2009-04-27,2.7777777777777783e-06
2009-04-28,1.984126984126984e-06
2009-04-29,1.5873015873015873e-06
2009-04-30,1.5873015873015873e-06
2009-05-01,2.3809523809523808e-06
2009-05-04,5.555555555555557e-06
2009-05-05,5.555555555555557e-06
2009-05-06,5.555555555555557e-06
2009-05-07,5.9523809523809525e-06
2009-05-08,5.9523809523809525e-06
2009-05-11,6.349206349206349e-06
2009-05-12,6.349206349206349e-06
2009-05-13,5.9523809523809525e-06
2009-05-14,3.968253968253968e-06
2009-05-15,4.365079365079366e-06
2009-05-18,4.7619047619047615e-06
2009-05-19,5.555555555555557e-06
2009-05-20,7.142857142857143e-06
2009-05-21,5.158730158730158e-06
2009-05-22,5.158730158730158e-06
2009-05-25,5.158730158730158e-06
2009-05-26,5.158730158730158e-06
2009-05-27,7.142857142857143e-06
2009-05-28,5.555555555555557e-06
2009-05-29,5.555555555555557e-06
2009-06-01,5.158730158730158e-06
2009-06-02,2.3809523809523808e-06
2009-06-03,3.1746031746031746e-06
2009-06-04,3.1746031746031746e-06
2009-06-05,3.1746031746031746e-06
2009-06-08,3.1746031746031746e-06
2009-06-09,3.5714285714285714e-06
2009-06-10,4.365079365079366e-06
2009-06-11,3.5714285714285714e-06
2009-06-12,3.1746031746031746e-06
2009-06-15,3.1746031746031746e-06
2009-06-16,3.5714285714285714e-06
2009-06-17,4.365079365079366e-06
2009-06-18,4.7619047619047615e-06
2009-06-19,3.968253968253968e-06
2009-06-22,4.7619047619047615e-06
2009-06-23,5.9523809523809525e-06
2009-06-24,3.968253968253968e-06
2009-06-25,2.7777777777777783e-06
2009-06-26,2.7777777777777783e-06
2009-06-29,4.365079365079366e-06
2009-06-30,6.746031746031747e-06
2009-07-01,5.158730158730158e-06
2009-07-02,5.9523809523809525e-06
2009-07-03,5.9523809523809525e-06
2009-07-06,5.9523809523809525e-06
2009-07-07,6.349206349206349e-06
2009-07-08,5.9523809523809525e-06
2009-07-09,6.349206349206349e-06
2009-07-10,5.9523809523809525e-06
2009-07-13,5.9523809523809525e-06
2009-07-14,5.9523809523809525e-06
2009-07-15,4.365079365079366e-06
2009-07-16,5.9523809523809525e-06
2009-07-17,5.9523809523809525e-06
2009-07-20,5.9523809523809525e-06
2009-07-21,6.349206349206349e-06
2009-07-22,5.9523809523809525e-06
2009-07-23,5.9523809523809525e-06
2009-07-24,5.9523809523809525e-06
2009-07-27,5.9523809523809525e-06
2009-07-28,5.555555555555557e-06
2009-07-29,5.555555555555557e-06
2009-07-30,5.555555555555557e-06
2009-07-31,5.555555555555557e-06
2009-08-03,5.9523809523809525e-06
2009-08-04,5.9523809523809525e-06
2009-08-05,5.9523809523809525e-06
2009-08-06,5.9523809523809525e-06
2009-08-07,5.555555555555557e-06
2009-08-10,5.9523809523809525e-06
2009-08-11,5.555555555555557e-06
2009-08-12,5.555555555555557e-06
2009-08-13,3.968253968253968e-06
2009-08-14,3.968253968253968e-06
2009-08-17,4.365079365079366e-06
2009-08-18,5.555555555555557e-06
2009-08-19,3.968253968253968e-06
2009-08-20,4.365079365079366e-06
2009-08-21,4.365079365079366e-06
2009-08-24,4.365079365079366e-06
2009-08-25,4.7619047619047615e-06
2009-08-26,4.365079365079366e-06
2009-08-27,4.365079365079366e-06
2009-08-28,4.365079365079366e-06
2009-08-31,4.365079365079366e-06
2009-09-01,3.1746031746031746e-06
2009-09-02,3.5714285714285714e-06
2009-09-03,3.5714285714285714e-06
2009-09-04,3.5714285714285714e-06
2009-09-07,3.5714285714285714e-06
2009-09-08,3.968253968253968e-06
2009-09-09,3.5714285714285714e-06
2009-09-10,3.1746031746031746e-06
2009-09-11,3.1746031746031746e-06
2009-09-14,3.1746031746031746e-06
2009-09-15,1.984126984126984e-06
2009-09-16,1.1904761904761904e-06
2009-09-17,1.1904761904761904e-06
2009-09-18,1.1904761904761904e-06
2009-09-21,1.984126984126984e-06
2009-09-22,1.984126984126984e-06
2009-09-23,1.984126984126984e-06
2009-09-24,1.1904761904761904e-06
2009-09-25,1.1904761904761904e-06
2009-09-28,1.1904761904761904e-06
2009-09-29,2.7777777777777783e-06
2009-09-30,2.3809523809523808e-06
2009-10-01,1.1904761904761904e-06
2009-10-02,1.5873015873015873e-06
2009-10-05,1.5873015873015873e-06
2009-10-06,1.984126984126984e-06
2009-10-07,2.3809523809523808e-06
2009-10-08,1.1904761904761904e-06
2009-10-09,1.5873015873015873e-06
2009-10-12,1.5873015873015873e-06
2009-10-13,1.5873015873015873e-06
2009-10-14,1.984126984126984e-06
2009-10-15,2.3809523809523808e-06
2009-10-16,2.3809523809523808e-06
2009-10-19,2.3809523809523808e-06
2009-10-20,1.984126984126984e-06
2009-10-21,1.984126984126984e-06
2009-10-22,7.936507936507937e-07
2009-10-23,7.936507936507937e-07
2009-10-26,1.5873015873015873e-06
2009-10-27,1.984126984126984e-06
2009-10-28,1.5873015873015873e-06
2009-10-29,7.936507936507937e-07
2009-10-30,3.9682539682539683e-07
2009-11-02,1.1904761904761904e-06
2009-11-03,1.5873015873015873e-06
2009-11-04,1.984126984126984e-06
2009-11-05,2.3809523809523808e-06
2009-11-06,2.3809523809523808e-06
2009-11-09,2.3809523809523808e-06
2009-11-10,2.3809523809523808e-06
2009-11-11,2.3809523809523808e-06
2009-11-12,2.3809523809523808e-06
2009-11-13,1.984126984126984e-06
2009-11-16,1.984126984126984e-06
2009-11-17,1.984126984126984e-06
2009-11-18,1.5873015873015873e-06
2009-11-19,1.1904761904761904e-06
2009-11-20,1.5873015873015873e-06
2009-11-23,1.984126984126984e-06
2009-11-24,2.3809523809523808e-06
2009-11-25,2.7777777777777783e-06
2009-11-26,2.7777777777777783e-06
2009-11-27,2.3809523809523808e-06
2009-11-30,3.1746031746031746e-06
2009-12-01,3.5714285714285714e-06
2009-12-02,3.1746031746031746e-06
2009-12-03,3.5714285714285714e-06
2009-12-04,3.1746031746031746e-06
2009-12-07,2.7777777777777783e-06
2009-12-08,7.936507936507937e-07
2009-12-09,3.9682539682539683e-07
2009-12-10,3.9682539682539683e-07
2009-12-11,3.9682539682539683e-07
2009-12-14,7.936507936507937e-07
2009-12-15,7.936507936507937e-07
2009-12-16,7.936507936507937e-07
2009-12-17,3.9682539682539683e-07
2009-12-18,3.9682539682539683e-07
2009-12-21,3.9682539682539683e-07
2009-12-22,3.9682539682539683e-07
2009-12-23,3.9682539682539683e-07
2009-12-24,7.936507936507937e-07
2009-12-25,7.936507936507937e-07
2009-12-28,1.1904761904761904e-06
2009-12-29,7.936507936507937e-07
2009-12-30,7.936507936507937e-07
2009-12-31,1.5873015873015873e-06
2010-01-01,1.5873015873015873e-06
2010-01-04,1.984126984126984e-06
2010-01-05,1.1904761904761904e-06
2010-01-06,1.1904761904761904e-06
2010-01-07,7.936507936507937e-07
2010-01-08,7.936507936507937e-07
2010-01-11,3.9682539682539683e-07
2010-01-12,7.936507936507937e-07
2010-01-13,7.936507936507937e-07
2010-01-14,7.936507936507937e-07
2010-01-15,1.1904761904761904e-06
2010-01-18,1.1904761904761904e-06
2010-01-19,1.1904761904761904e-06
2010-01-20,1.1904761904761904e-06
2010-01-21,7.936507936507937e-07
2010-01-22,7.936507936507937e-07
2010-01-25,7.936507936507937e-07
2010-01-26,7.936507936507937e-07
2010-01-27,3.9682539682539683e-07
2010-01-28,3.9682539682539683e-07
2010-01-29,7.936507936507937e-07
2010-02-01,1.984126984126984e-06
2010-02-02,1.5873015873015873e-06
2010-02-03,1.984126984126984e-06
2010-02-04,1.5873015873015873e-06
2010-02-05,1.1904761904761904e-06
2010-02-08,1.5873015873015873e-06
2010-02-09,1.984126984126984e-06
2010-02-10,2.3809523809523808e-06
2010-02-11,1.984126984126984e-06
2010-02-12,1.5873015873015873e-06
2010-02-15,1.5873015873015873e-06
2010-02-16,1.5873015873015873e-06
2010-02-17,2.7777777777777783e-06
2010-02-18,2.7777777777777783e-06
2010-02-19,2.3809523809523808e-06
2010-02-22,2.3809523809523808e-06
2010-02-23,3.1746031746031746e-06
2010-02-24,3.1746031746031746e-06
2010-02-25,3.5714285714285714e-06
2010-02-26,3.5714285714285714e-06
2010-03-01,3.5714285714285714e-06
2010-03-02,3.5714285714285714e-06
2010-03-03,3.5714285714285714e-06
2010-03-04,3.5714285714285714e-06
2010-03-05,4.365079365079366e-06
2010-03-08,4.365079365079366e-06
2010-03-09,4.7619047619047615e-06
2010-03-10,4.7619047619047615e-06
2010-03-11,4.7619047619047615e-06
2010-03-12,3.968253968253968e-06
2010-03-15,4.7619047619047615e-06
2010-03-16,5.555555555555557e-06
2010-03-17,5.158730158730158e-06
2010-03-18,5.555555555555557e-06
2010-03-19,5.158730158730158e-06
2010-03-22,5.158730158730158e-06
2010-03-23,4.365079365079366e-06
2010-03-24,4.7619047619047615e-06
2010-03-25,4.7619047619047615e-06
2010-03-26,4.365079365079366e-06
2010-03-29,4.365079365079366e-06
2010-03-30,5.158730158730158e-06
2010-03-31,5.9523809523809525e-06
2010-04-01,6.349206349206349e-06
2010-04-02,5.9523809523809525e-06
2010-04-05,6.349206349206349e-06
2010-04-06,6.746031746031747e-06
2010-04-07,6.349206349206349e-06
2010-04-08,6.349206349206349e-06
2010-04-09,6.349206349206349e-06
2010-04-12,5.9523809523809525e-06
2010-04-13,5.9523809523809525e-06
2010-04-14,5.9523809523809525e-06
2010-04-15,6.349206349206349e-06
2010-04-16,5.9523809523809525e-06
2010-04-19,5.9523809523809525e-06
2010-04-20,5.555555555555557e-06
2010-04-21,5.555555555555557e-06
2010-04-22,5.9523809523809525e-06
2010-04-23,5.555555555555557e-06
2010-04-26,5.555555555555557e-06
2010-04-27,5.555555555555557e-06
2010-04-28,5.555555555555557e-06
2010-04-29,5.9523809523809525e-06
2010-04-30,5.555555555555557e-06
2010-05-03,5.555555555555557e-06
2010-05-04,5.9523809523809525e-06
2010-05-05,5.555555555555557e-06
2010-05-06,2.3809523809523808e-06
2010-05-07,3.1746031746031746e-06
2010-05-10,5.158730158730158e-06
2010-05-11,5.9523809523809525e-06
2010-05-12,6.349206349206349e-06
2010-05-13,5.9523809523809525e-06
2010-05-14,5.9523809523809525e-06
2010-05-17,6.349206349206349e-06
2010-05-18,6.746031746031747e-06
2010-05-19,6.746031746031747e-06
2010-05-20,6.746031746031747e-06
2010-05-21,6.746031746031747e-06
2010-05-24,6.349206349206349e-06
2010-05-25,6.349206349206349e-06
2010-05-26,6.349206349206349e-06
2010-05-27,6.349206349206349e-06
2010-05-28,5.9523809523809525e-06
2010-05-31,5.9523809523809525e-06
2010-06-01,5.555555555555557e-06
2010-06-02,5.158730158730158e-06
2010-06-03,5.158730158730158e-06
2010-06-04,4.7619047619047615e-06
2010-06-07,3.968253968253968e-06
2010-06-08,3.968253968253968e-06
2010-06-09,3.1746031746031746e-06
2010-06-10,2.3809523809523808e-06
2010-06-11,1.5873015873015873e-06
2010-06-14,7.936507936507937e-07
2010-06-15,1.1904761904761904e-06
2010-06-16,2.3809523809523808e-06
2010-06-17,1.984126984126984e-06
2010-06-18,1.5873015873015873e-06
2010-06-21,1.984126984126984e-06
2010-06-22,3.1746031746031746e-06
2010-06-23,2.7777777777777783e-06
2010-06-24,2.7777777777777783e-06
2010-06-25,1.984126984126984e-06
2010-06-28,2.7777777777777783e-06
2010-06-29,3.5714285714285714e-06
2010-06-30,6.746031746031747e-06
2010-07-01,6.349206349206349e-06
2010-07-02,6.349206349206349e-06
2010-07-05,6.349206349206349e-06
2010-07-06,6.746031746031747e-06
2010-07-07,6.746031746031747e-06
2010-07-08,6.746031746031747e-06
2010-07-09,6.349206349206349e-06
2010-07-12,6.349206349206349e-06
2010-07-13,6.349206349206349e-06
